br_rank,g1,g2,Loss,Effective_lr,Effective_lr0,frequency,amplitude,amplitude_mod
25,0.0,0.0,0.0601205080747604,0.0008290050644625,0.0050057900773107,1,2.5,False
25,0.0,0.1111111111111111,0.0597333051264286,0.0007988081068074,0.0050057900773107,1,2.5,False
25,0.0,0.2222222222222222,0.0650101602077484,0.0007110420652236,0.0050057900773107,1,2.5,False
25,0.0,0.3333333333333333,0.0627018213272094,0.0007726358738688,0.0050057900773107,1,2.5,False
25,0.0,0.4444444444444444,0.0265838839113712,0.0010373284753491,0.0050057900773107,1,2.5,False
25,0.0,0.5555555555555556,0.0307640545070171,0.0009534138782478,0.0050057900773107,1,2.5,False
25,0.0,0.6666666666666666,0.0253100730478763,0.0007597637903066,0.0050057900773107,1,2.5,False
25,0.0,0.7777777777777777,0.0310001857578754,0.0004905201706047,0.0050057900773107,1,2.5,False
25,0.0,0.8888888888888888,0.0299014765769243,0.0004226378390879,0.0050057900773107,1,2.5,False
25,0.0,1.0,0.0280127301812171,0.0005204720072842,0.0050057900773107,1,2.5,False
25,0.1111111111111111,0.0,0.0645394474267959,0.0008103535906052,0.0050057900773107,1,2.5,False
25,0.1111111111111111,0.1111111111111111,0.0527712255716323,0.000857339862246,0.0050057900773107,1,2.5,False
25,0.1111111111111111,0.2222222222222222,0.0524485222995281,0.0008929545048788,0.0050057900773107,1,2.5,False
25,0.1111111111111111,0.3333333333333333,0.0352913364768028,0.001060453586326,0.0050057900773107,1,2.5,False
25,0.0,0.0,0.3499176502227783,0.0001936678449749,0.0050057900773107,2,1.0,False
25,0.0,0.1111111111111111,0.3488399386405945,0.0001929352722823,0.0050057900773107,2,1.0,False
25,0.0,0.2222222222222222,0.3507922291755676,0.0002077504650918,0.0050057900773107,2,1.0,False
25,0.0,0.3333333333333333,0.0555954948067665,0.0018128135617746,0.0050057900773107,2,1.0,False
25,0.0,0.4444444444444444,0.0314218029379844,0.0022404152639229,0.0050057900773107,2,1.0,False
25,0.0,0.5555555555555556,0.3354045748710632,0.0002399172605556,0.0050057900773107,2,1.0,False
25,0.0,0.6666666666666666,0.0253156498074531,0.0020659002449402,0.0050057900773107,2,1.0,False
25,0.0,0.7777777777777777,0.0312435682862997,0.0021670060788788,0.0050057900773107,2,1.0,False
25,0.0,0.8888888888888888,0.0258568115532398,0.0015510100366037,0.0050057900773107,2,1.0,False
25,0.0,1.0,0.0199450179934501,0.0012694292251814,0.0050057900773107,2,1.0,False
25,0.1111111111111111,0.0,0.3507490158081054,0.0001977537886178,0.0050057900773107,2,1.0,False
25,0.1111111111111111,0.1111111111111111,0.3416678607463836,0.0002002363632802,0.0050057900773107,2,1.0,False
25,0.1111111111111111,0.2222222222222222,0.2471468150615692,0.0002969770374911,0.0050057900773107,2,1.0,False
25,0.1111111111111111,0.3333333333333333,0.3540917336940765,0.0001752865873709,0.0050057900773107,2,1.0,False
25,0.1111111111111111,0.4444444444444444,0.0226648207753896,0.0026339067142345,0.0050057900773107,2,1.0,False
25,0.1111111111111111,0.5555555555555556,0.0355161614716053,0.0022119849084066,0.0050057900773107,2,1.0,False
25,0.1111111111111111,0.6666666666666666,0.0247339289635419,0.0018894958295965,0.0050057900773107,2,1.0,False
25,0.1111111111111111,0.7777777777777777,0.0177732873708009,0.0028559100932122,0.0050057900773107,2,1.0,False
25,0.1111111111111111,0.8888888888888888,0.0249255374073982,0.002195116789232,0.0050057900773107,2,1.0,False
25,0.1111111111111111,1.0,0.0250990446656942,0.0016154332827812,0.0050057900773107,2,1.0,False
25,0.2222222222222222,0.0,0.3458980917930603,0.0001813622480441,0.0050057900773107,2,1.0,False
25,0.2222222222222222,0.1111111111111111,0.3066472709178924,0.0002368907936438,0.0050057900773107,2,1.0,False
25,0.2222222222222222,0.2222222222222222,0.3315150737762451,0.0001885142314662,0.0050057900773107,2,1.0,False
25,0.2222222222222222,0.3333333333333333,0.0976290106773376,0.0003586096024361,0.0050057900773107,2,1.0,False
25,0.2222222222222222,0.4444444444444444,0.3387362957000732,0.0001792611079087,0.0050057900773107,2,1.0,False
25,0.2222222222222222,0.5555555555555556,0.0235735364258289,0.0017724812338182,0.0050057900773107,2,1.0,False
25,0.2222222222222222,0.6666666666666666,0.3123269975185394,0.0002245853555263,0.0050057900773107,2,1.0,False
25,0.2222222222222222,0.7777777777777777,0.3307960629463196,0.0001233111443392,0.0050057900773107,2,1.0,False
25,0.2222222222222222,0.8888888888888888,0.0386146008968353,0.0017519753289328,0.0050057900773107,2,1.0,False
25,0.2222222222222222,1.0,0.0211503449827432,0.0016079991542541,0.0050057900773107,2,1.0,False
25,0.3333333333333333,0.0,0.3134149312973022,0.0002149201794561,0.0050057900773107,2,1.0,False
25,0.3333333333333333,0.1111111111111111,0.0573648922145366,0.0017727237115565,0.0050057900773107,2,1.0,False
25,0.3333333333333333,0.2222222222222222,0.0675307586789131,0.0013756082799874,0.0050057900773107,2,1.0,False
25,0.3333333333333333,0.3333333333333333,0.0334952175617218,0.0016988957170832,0.0050057900773107,2,1.0,False
25,0.3333333333333333,0.4444444444444444,0.033200703561306,0.0020123398690107,0.0050057900773107,2,1.0,False
25,0.3333333333333333,0.5555555555555556,0.0194508079439401,0.0018851007506773,0.0050057900773107,2,1.0,False
25,0.3333333333333333,0.6666666666666666,0.3311639428138733,0.0001446935976426,0.0050057900773107,2,1.0,False
25,0.3333333333333333,0.7777777777777777,0.0284674651920795,0.0013100545547272,0.0050057900773107,2,1.0,False
25,0.3333333333333333,0.8888888888888888,0.0187540594488382,0.0010021624950544,0.0050057900773107,2,1.0,False
25,0.3333333333333333,1.0,0.0214386563748121,0.0015985686135676,0.0050057900773107,2,1.0,False
25,0.4444444444444444,0.0,0.0242885928601026,0.0026232724243773,0.0050057900773107,2,1.0,False
25,0.4444444444444444,0.1111111111111111,0.0282519534230232,0.0025286596103975,0.0050057900773107,2,1.0,False
25,0.4444444444444444,0.2222222222222222,0.0285065099596977,0.0020933765288364,0.0050057900773107,2,1.0,False
25,0.4444444444444444,0.3333333333333333,0.3321013748645782,0.0001900794661337,0.0050057900773107,2,1.0,False
25,0.4444444444444444,0.4444444444444444,0.0203791670501232,0.0020095956893755,0.0050057900773107,2,1.0,False
25,0.4444444444444444,0.5555555555555556,0.0160628035664558,0.0014972727421296,0.0050057900773107,2,1.0,False
25,0.4444444444444444,0.6666666666666666,0.0227868445217609,0.0007708099649906,0.0050057900773107,2,1.0,False
25,0.4444444444444444,0.7777777777777777,0.0968779474496841,0.0004671518981013,0.0050057900773107,2,1.0,False
25,0.4444444444444444,0.8888888888888888,0.0194514226168394,0.0018002074768046,0.0050057900773107,2,1.0,False
25,0.4444444444444444,1.0,0.0208821818232536,0.000845366534267,0.0050057900773107,2,1.0,False
25,0.5555555555555556,0.0,0.0193106345832347,0.0016938630030233,0.0050057900773107,2,1.0,False
25,0.5555555555555556,0.1111111111111111,0.3197734951972961,0.0001859323095665,0.0050057900773107,2,1.0,False
25,0.5555555555555556,0.2222222222222222,0.3364583551883697,0.0001546745250885,0.0050057900773107,2,1.0,False
25,0.5555555555555556,0.3333333333333333,0.0200116410851478,0.0012347686569951,0.0050057900773107,2,1.0,False
25,0.5555555555555556,0.4444444444444444,0.0173140671104192,0.0013352719911816,0.0050057900773107,2,1.0,False
25,0.5555555555555556,0.5555555555555556,0.0294602923095226,0.002239691350074,0.0050057900773107,2,1.0,False
25,0.5555555555555556,0.6666666666666666,0.0182647835463285,0.0013468458102836,0.0050057900773107,2,1.0,False
25,0.5555555555555556,0.7777777777777777,0.015385678038001,0.001023410597804,0.0050057900773107,2,1.0,False
25,0.5555555555555556,0.8888888888888888,0.0198259446769952,0.0015162054153454,0.0050057900773107,2,1.0,False
25,0.5555555555555556,1.0,0.0188976936042308,0.0011250125809348,0.0050057900773107,2,1.0,False
25,0.6666666666666666,0.0,0.01992192491889,0.0022863682020282,0.0050057900773107,2,1.0,False
25,0.6666666666666666,0.1111111111111111,0.0293490812182426,0.0022925784880263,0.0050057900773107,2,1.0,False
25,0.6666666666666666,0.2222222222222222,0.0251157134771347,0.0016505932176819,0.0050057900773107,2,1.0,False
25,0.6666666666666666,0.3333333333333333,0.0188290569931268,0.0025351092711072,0.0050057900773107,2,1.0,False
25,0.6666666666666666,0.4444444444444444,0.014174954034388,0.0024135677702622,0.0050057900773107,2,1.0,False
25,0.6666666666666666,0.5555555555555556,0.0187654849141836,0.0007848667617711,0.0050057900773107,2,1.0,False
25,0.6666666666666666,0.6666666666666666,0.0184361785650253,0.0010738579073406,0.0050057900773107,2,1.0,False
25,0.6666666666666666,0.7777777777777777,0.028585772961378,0.0018276180457184,0.0050057900773107,2,1.0,False
25,0.6666666666666666,0.8888888888888888,0.0152903320267796,0.0007586770016819,0.0050057900773107,2,1.0,False
25,0.6666666666666666,1.0,0.0192218590527772,0.0010086434692097,0.0050057900773107,2,1.0,False
25,0.7777777777777777,0.0,0.030989121645689,0.0019488429658207,0.0050057900773107,2,1.0,False
25,0.7777777777777777,0.1111111111111111,0.0225737001746892,0.0015489764705915,0.0050057900773107,2,1.0,False
25,0.7777777777777777,0.2222222222222222,0.0188401956111192,0.0014790069381573,0.0050057900773107,2,1.0,False
25,0.7777777777777777,0.3333333333333333,0.0207689329981803,0.0010605473468185,0.0050057900773107,2,1.0,False
25,0.7777777777777777,0.4444444444444444,0.0213899929076433,0.0010448359030207,0.0050057900773107,2,1.0,False
25,0.7777777777777777,0.5555555555555556,0.021344818174839,0.0008464523101661,0.0050057900773107,2,1.0,False
25,0.7777777777777777,0.6666666666666666,0.0176864452660083,0.0014531519567405,0.0050057900773107,2,1.0,False
25,0.7777777777777777,0.7777777777777777,0.0179725214838981,0.0006912198590703,0.0050057900773107,2,1.0,False
25,0.7777777777777777,0.8888888888888888,0.0168607085943222,0.000925150877023,0.0050057900773107,2,1.0,False
25,0.7777777777777777,1.0,0.0189685635268688,0.001262691101019,0.0050057900773107,2,1.0,False
25,0.8888888888888888,0.0,0.0192336849868297,0.0008556627069036,0.0050057900773107,2,1.0,False
25,0.8888888888888888,0.1111111111111111,0.0201226975768804,0.0018102854773198,0.0050057900773107,2,1.0,False
25,0.8888888888888888,0.2222222222222222,0.0263109859079122,0.0015006351799054,0.0050057900773107,2,1.0,False
25,0.8888888888888888,0.3333333333333333,0.0224416274577379,0.0011384417517375,0.0050057900773107,2,1.0,False
25,0.8888888888888888,0.4444444444444444,0.0203847400844097,0.0021270636509688,0.0050057900773107,2,1.0,False
25,0.8888888888888888,0.5555555555555556,0.0161424744874238,0.0007833726742496,0.0050057900773107,2,1.0,False
25,0.8888888888888888,0.6666666666666666,0.0576724819839,0.0014126294829844,0.0050057900773107,2,1.0,False
25,0.8888888888888888,0.7777777777777777,0.0159042235463857,0.0005422170372906,0.0050057900773107,2,1.0,False
25,0.8888888888888888,0.8888888888888888,0.0179873779416084,0.0005737238715128,0.0050057900773107,2,1.0,False
25,0.8888888888888888,1.0,0.0144582614302635,0.0005115665577961,0.0050057900773107,2,1.0,False
25,1.0,0.0,0.0245064180344343,0.0010461424150039,0.0050057900773107,2,1.0,False
25,1.0,0.1111111111111111,0.0228637270629405,0.0016205494889848,0.0050057900773107,2,1.0,False
25,1.0,0.2222222222222222,0.0245701428502798,0.0007459487032619,0.0050057900773107,2,1.0,False
25,1.0,0.3333333333333333,0.0123193208128213,0.0022648352399916,0.0050057900773107,2,1.0,False
25,1.0,0.4444444444444444,0.0144880842417478,0.0009283766872003,0.0050057900773107,2,1.0,False
25,1.0,0.5555555555555556,0.0151620069518685,0.0009262447092342,0.0050057900773107,2,1.0,False
25,1.0,0.6666666666666666,0.0405329354107379,0.0019910876902926,0.0050057900773107,2,1.0,False
25,1.0,0.7777777777777777,0.0196162667125463,0.0006859292159232,0.0050057900773107,2,1.0,False
25,1.0,0.8888888888888888,0.0183940287679433,0.0008140839850608,0.0050057900773107,2,1.0,False
25,1.0,1.0,0.0176922641694545,0.0006728788039489,0.0050057900773107,2,1.0,False
50,0.0,0.0,0.0589570626616478,0.0005398153736123,0.0050057900773107,2,1.0,False
50,0.0,0.1111111111111111,0.0478901751339435,0.0011128045673002,0.0050057900773107,2,1.0,False
50,0.0,0.2222222222222222,0.0394706279039382,0.0020403211175878,0.0050057900773107,2,1.0,False
50,0.0,0.3333333333333333,0.0188141353428363,0.0023707438975274,0.0050057900773107,2,1.0,False
50,0.0,0.4444444444444444,0.0158706828951835,0.0029339100899689,0.0050057900773107,2,1.0,False
50,0.0,0.5555555555555556,0.0166217666119337,0.0021269973067867,0.0050057900773107,2,1.0,False
50,0.0,0.6666666666666666,0.0141404410824179,0.0024902726957148,0.0050057900773107,2,1.0,False
50,0.0,0.7777777777777777,0.0131748532876372,0.0015591604151625,0.0050057900773107,2,1.0,False
50,0.0,0.8888888888888888,0.0140387751162052,0.0014239738185309,0.0050057900773107,2,1.0,False
50,0.0,1.0,0.0131567688658833,0.001275001103976,0.0050057900773107,2,1.0,False
50,0.1111111111111111,0.0,0.0390989668667316,0.0012854456080285,0.0050057900773107,2,1.0,False
50,0.1111111111111111,0.1111111111111111,0.3489708602428436,0.0001711670181177,0.0050057900773107,2,1.0,False
50,0.1111111111111111,0.2222222222222222,0.0482595600187778,0.0009242271485132,0.0050057900773107,2,1.0,False
50,0.1111111111111111,0.3333333333333333,0.0259749051183462,0.0021906563531728,0.0050057900773107,2,1.0,False
50,0.1111111111111111,0.4444444444444444,0.0197735801339149,0.0024796594321677,0.0050057900773107,2,1.0,False
50,0.1111111111111111,0.5555555555555556,0.0133586851879954,0.0028617691095931,0.0050057900773107,2,1.0,False
50,0.1111111111111111,0.6666666666666666,0.0143139902502298,0.0022844018872707,0.0050057900773107,2,1.0,False
50,0.1111111111111111,0.7777777777777777,0.0158414226025342,0.0015575392217219,0.0050057900773107,2,1.0,False
50,0.1111111111111111,0.8888888888888888,0.0137906782329082,0.0013855714163864,0.0050057900773107,2,1.0,False
50,0.1111111111111111,1.0,0.0116753745824098,0.0012400980416051,0.0050057900773107,2,1.0,False
50,0.2222222222222222,0.0,0.0410646423697471,0.0014046174367798,0.0050057900773107,2,1.0,False
50,0.2222222222222222,0.1111111111111111,0.2500336766242981,0.0003613680622594,0.0050057900773107,2,1.0,False
50,0.2222222222222222,0.2222222222222222,0.0267227739095687,0.0022911602735009,0.0050057900773107,2,1.0,False
50,0.2222222222222222,0.3333333333333333,0.029241831973195,0.0015059161040104,0.0050057900773107,2,1.0,False
50,0.2222222222222222,0.4444444444444444,0.0156584829092025,0.0026738414117322,0.0050057900773107,2,1.0,False
50,0.2222222222222222,0.5555555555555556,0.0144624756649136,0.0018617940799518,0.0050057900773107,2,1.0,False
50,0.2222222222222222,0.6666666666666666,0.0150946760550141,0.0014852647097041,0.0050057900773107,2,1.0,False
50,0.2222222222222222,0.7777777777777777,0.0146160116419196,0.0013711753714832,0.0050057900773107,2,1.0,False
50,0.2222222222222222,0.8888888888888888,0.0173746459186077,0.001422500198934,0.0050057900773107,2,1.0,False
50,0.2222222222222222,1.0,0.0125318337231874,0.0008273997714674,0.0050057900773107,2,1.0,False
50,0.3333333333333333,0.0,0.0228075105696916,0.0027456640626181,0.0050057900773107,2,1.0,False
50,0.3333333333333333,0.1111111111111111,0.0317363515496254,0.0021386758617673,0.0050057900773107,2,1.0,False
50,0.3333333333333333,0.2222222222222222,0.0206863600760698,0.0016155975321091,0.0050057900773107,2,1.0,False
50,0.3333333333333333,0.3333333333333333,0.0147476838901638,0.0016261668316798,0.0050057900773107,2,1.0,False
50,0.3333333333333333,0.4444444444444444,0.0177587047219276,0.0020067516849661,0.0050057900773107,2,1.0,False
50,0.3333333333333333,0.5555555555555556,0.0175156444311141,0.0009613907321349,0.0050057900773107,2,1.0,False
50,0.3333333333333333,0.6666666666666666,0.0130007527768611,0.0015542134360929,0.0050057900773107,2,1.0,False
50,0.3333333333333333,0.7777777777777777,0.0135190738365054,0.0007775600237242,0.0050057900773107,2,1.0,False
50,0.3333333333333333,0.8888888888888888,0.0162373576313257,0.0012850519055545,0.0050057900773107,2,1.0,False
50,0.3333333333333333,1.0,0.0114644886925816,0.0013802995982397,0.0050057900773107,2,1.0,False
50,0.4444444444444444,0.0,0.0162005182355642,0.0023822817688134,0.0050057900773107,2,1.0,False
50,0.4444444444444444,0.1111111111111111,0.0184655357152223,0.002899754449071,0.0050057900773107,2,1.0,False
50,0.4444444444444444,0.2222222222222222,0.0159354694187641,0.0024134902342338,0.0050057900773107,2,1.0,False
50,0.4444444444444444,0.3333333333333333,0.0212751999497413,0.0014482309085736,0.0050057900773107,2,1.0,False
50,0.4444444444444444,0.4444444444444444,0.0150975277647376,0.0022100884076593,0.0050057900773107,2,1.0,False
50,0.4444444444444444,0.5555555555555556,0.0158240795135498,0.0021072160829518,0.0050057900773107,2,1.0,False
50,0.4444444444444444,0.6666666666666666,0.0126313474029302,0.0016393299277766,0.0050057900773107,2,1.0,False
50,0.4444444444444444,0.7777777777777777,0.0116191720589995,0.0009100640247342,0.0050057900773107,2,1.0,False
50,0.4444444444444444,0.8888888888888888,0.012366316281259,0.0009323116308014,0.0050057900773107,2,1.0,False
50,0.4444444444444444,1.0,0.0147678293287754,0.0006747935069616,0.0050057900773107,2,1.0,False
50,0.5555555555555556,0.0,0.0136370500549674,0.0013395823454524,0.0050057900773107,2,1.0,False
50,0.5555555555555556,0.1111111111111111,0.0154300080612301,0.0017854145210578,0.0050057900773107,2,1.0,False
50,0.5555555555555556,0.2222222222222222,0.0174397584050893,0.0022649177600401,0.0050057900773107,2,1.0,False
50,0.5555555555555556,0.3333333333333333,0.0154534699395298,0.0018163819113745,0.0050057900773107,2,1.0,False
50,0.5555555555555556,0.4444444444444444,0.0129031119868159,0.0008559547068142,0.0050057900773107,2,1.0,False
50,0.5555555555555556,0.5555555555555556,0.0129166198894381,0.0014164184333431,0.0050057900773107,2,1.0,False
50,0.5555555555555556,0.6666666666666666,0.0104839466512203,0.0008121947246149,0.0050057900773107,2,1.0,False
50,0.5555555555555556,0.7777777777777777,0.0123025421053171,0.0023852672710786,0.0050057900773107,2,1.0,False
50,0.5555555555555556,0.8888888888888888,0.0128939375281333,0.0011143994941107,0.0050057900773107,2,1.0,False
50,0.5555555555555556,1.0,0.012653368525207,0.0007320131763631,0.0050057900773107,2,1.0,False
50,0.6666666666666666,0.0,0.0171446520835161,0.0014251793462552,0.0050057900773107,2,1.0,False
50,0.6666666666666666,0.1111111111111111,0.014831674285233,0.0014302461744921,0.0050057900773107,2,1.0,False
50,0.6666666666666666,0.2222222222222222,0.0227703675627708,0.0016512854496772,0.0050057900773107,2,1.0,False
50,0.6666666666666666,0.3333333333333333,0.0136646041646599,0.0017481513123033,0.0050057900773107,2,1.0,False
50,0.6666666666666666,0.4444444444444444,0.0127659980207681,0.0017749180409465,0.0050057900773107,2,1.0,False
50,0.6666666666666666,0.5555555555555556,0.0152345169335603,0.0011778014332849,0.0050057900773107,2,1.0,False
50,0.6666666666666666,0.6666666666666666,0.0126590821892023,0.0009227734510003,0.0050057900773107,2,1.0,False
50,0.6666666666666666,0.7777777777777777,0.0124724712222814,0.0006789375630485,0.0050057900773107,2,1.0,False
50,0.6666666666666666,0.8888888888888888,0.0123789785429835,0.0007980449639898,0.0050057900773107,2,1.0,False
50,0.6666666666666666,1.0,0.0156707391142845,0.0017264153061137,0.0050057900773107,2,1.0,False
50,0.7777777777777777,0.0,0.013638125732541,0.0010497403674456,0.0050057900773107,2,1.0,False
50,0.7777777777777777,0.1111111111111111,0.0151646165177226,0.0014686338767204,0.0050057900773107,2,1.0,False
50,0.7777777777777777,0.2222222222222222,0.0142692252993583,0.0012105152069773,0.0050057900773107,2,1.0,False
50,0.7777777777777777,0.3333333333333333,0.0145679088309407,0.0011112086882228,0.0050057900773107,2,1.0,False
50,0.7777777777777777,0.4444444444444444,0.0142474975436925,0.0011236354365065,0.0050057900773107,2,1.0,False
50,0.7777777777777777,0.5555555555555556,0.0115433689206838,0.0006301412513803,0.0050057900773107,2,1.0,False
50,0.7777777777777777,0.6666666666666666,0.0120091270655393,0.0007918535955109,0.0050057900773107,2,1.0,False
50,0.7777777777777777,0.7777777777777777,0.0136221554130315,0.0004521343651539,0.0050057900773107,2,1.0,False
50,0.7777777777777777,0.8888888888888888,0.0116984210908412,0.0006106670806424,0.0050057900773107,2,1.0,False
50,0.7777777777777777,1.0,0.0137803433462977,0.0009218777436441,0.0050057900773107,2,1.0,False
50,0.8888888888888888,0.0,0.0148577876389026,0.0009981913706856,0.0050057900773107,2,1.0,False
50,0.8888888888888888,0.1111111111111111,0.0133361658081412,0.0013402961339762,0.0050057900773107,2,1.0,False
